GEOID,long,lat,Tract,Boroughs,Total population,Percent Male,Over_16_year,Over_18_year,Over_60_year,Median_Household_Income,Percentage_college_degree,Unemployment_rate,Race_White,Race_Black,Race_NativeAmerican,Race_Asian,Race_Other,Schools,Recreational,Criminal_Justice,Health,Pharmacy,Mental_Heath,Disabilities,Daycare,Senior_homes,Homeless_shelters,Transport,Waste_Management,BURGLARY,FELONY_ASSAULT,GRAND_LARCENY,GRAND_LARCENY_ MOTOR_VEHICLE,MURDER,RAPE,ROBBERY,Total_Felony,FelonyBucket
36081071702,-73.8631815,40.73344519,717.02,Queens,3330,47.56756757,88.9,88.1,31.7,38627,46.6,6,59%,2%,1%,30%,7%,1,0,0,0,0,0,0,0,1,0,0,0,2,3,18,2,0,0,3,28,4
36081071900,-73.85545625,40.73493833,719,Queens,2402,53.70524563,83.7,82.6,20,54563,42.3,4.5,68%,4%,0%,21%,6%,0,0,0,0,0,0,0,3,0,0,0,0,2,2,4,3,0,0,2,13,2
36081072100,-73.85358675,40.73128615,721,Queens,4543,46.09289016,88.7,88.4,27.6,49699,34.6,9.2,66%,1%,0%,25%,8%,2,0,0,0,0,0,0,1,0,0,0,0,2,4,12,1,0,0,0,19,3
36081072300,-73.84725706,40.71653306,723,Queens,1831,48.93500819,80.8,79.5,34.4,120938,41.1,6.8,65%,4%,0%,27%,3%,1,0,0,0,0,0,0,1,0,0,0,0,9,0,4,1,0,0,0,14,2
36081072900,-73.85246114,40.71240167,729,Queens,1155,48.83116883,84.4,81.3,32,90580,59.1,6.4,59%,3%,0%,36%,2%,2,1,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,4,10,1
36081073100,-73.84655704,40.710627,731,Queens,1565,42.61980831,83.6,80.2,25.7,110417,53.8,6.8,71%,1%,0%,25%,2%,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,5,1
36081073700,-73.84336267,40.7183737,737,Queens,1753,39.24700513,89.3,88.7,27.4,73051,0,1.9,76%,0%,0%,15%,8%,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,2,11,2
36081073900,-73.84406307,40.72322233,739,Queens,5415,43.89658356,82.7,81.8,27.5,75828,42.1,4.9,70%,5%,0%,19%,6%,1,1,0,1,0,0,1,2,0,0,0,0,3,1,17,0,0,0,4,25,4
36081074100,-73.84727618,40.72840206,741,Queens,3008,49.00265957,86.7,86.1,26.5,67744,72.7,7.4,72%,0%,1%,25%,2%,1,0,0,0,0,0,0,3,0,1,0,0,9,1,6,1,0,0,2,19,3
36081074300,-73.84943029,40.73236565,743,Queens,4767,45.7100902,81.9,80.2,25.4,51620,31.8,8,66%,0%,0%,24%,9%,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,2,0,0,0,13,2
36081074500,-73.85064127,40.73668373,745,Queens,3887,48.31489581,82.2,79.3,25.2,36550,78.7,7.3,61%,8%,0%,18%,14%,1,0,0,0,0,0,0,1,1,1,0,0,4,1,4,2,0,0,0,11,2
36081074700,-73.84574151,40.73347577,747,Queens,3193,51.33103664,85.9,83.5,22,60000,68.9,9.8,39%,10%,1%,44%,5%,1,0,0,0,0,0,1,0,0,0,0,0,3,1,4,5,0,0,1,14,2
36081074900,-73.84042393,40.713312,749,Queens,1628,53.37837838,75.7,71.1,24.1,109688,24.4,3.7,75%,0%,0%,21%,5%,0,0,0,0,0,0,0,2,0,0,0,0,3,1,1,1,0,0,0,6,1
36081075701,-73.83522504,40.71821874,757.01,Queens,5102,42.7871423,82.6,82.3,23.3,75382,70.7,6.4,67%,1%,0%,28%,5%,2,0,0,1,0,0,0,2,0,1,0,0,2,1,16,4,0,0,1,24,4
36081075702,-73.84041313,40.724017,757.02,Queens,4408,45.44010889,84.9,84.4,27,71875,36.2,2.8,60%,7%,0%,28%,4%,2,0,0,1,2,1,0,1,0,1,0,0,1,0,4,4,1,0,0,10,1
36081076901,-73.83740824,40.71597748,769.01,Queens,3882,40.67490984,82.5,82,21.9,81297,25.9,8.1,70%,3%,0%,23%,5%,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,0,7,1
36081076902,-73.83395673,40.71491713,769.02,Queens,1506,52.52324037,81,81,21.5,84960,33.9,3,59%,2%,0%,32%,7%,2,0,0,0,0,0,0,0,0,1,0,0,2,1,5,0,0,0,1,9,1
36081077300,-73.8358753,40.71085537,773,Queens,2104,45.62737643,83.9,83.6,20.9,71178,31.9,5.2,58%,10%,0%,26%,6%,0,0,0,1,1,0,1,1,0,0,0,0,2,2,4,1,0,0,0,9,1
36081077500,-73.83182,40.70927145,775,Queens,1985,46.19647355,86,84,30.4,75341,58.5,2.7,86%,1%,0%,5%,8%,1,0,0,0,0,0,0,4,0,1,0,0,2,1,6,4,0,0,2,15,2
36081077902,-73.82620054,40.72571171,779.02,Queens,5223,50.04786521,68.8,66.4,20.6,93059,42.5,6.3,87%,4%,0%,7%,1%,2,0,0,0,0,0,0,1,0,0,0,0,5,5,8,2,0,0,0,20,3
36081077903,-73.82145678,40.71935917,779.03,Queens,2958,47.59972955,80,79.4,18.2,67670,48.6,7.8,55%,5%,0%,21%,20%,1,0,0,0,0,0,2,3,1,0,0,0,2,0,8,2,0,0,0,12,2
36081077904,-73.81401267,40.7206423,779.04,Queens,6311,49.89700523,76.2,74.9,17.8,59980,76.8,6,65%,4%,0%,25%,6%,0,0,0,0,0,0,0,0,0,1,0,0,4,3,19,7,0,0,3,36,5
36081077905,-73.81408848,40.71741519,779.05,Queens,2475,47.27272727,89.1,87.4,25.5,63776,51.9,5.8,52%,6%,0%,31%,11%,1,0,0,0,0,0,3,1,0,1,0,0,0,0,4,3,0,0,2,9,1
36081077906,-73.81881641,40.72919782,779.06,Queens,3153,43.60926102,80.7,79.3,21.6,50932,17.1,4.1,56%,5%,0%,27%,11%,3,0,0,0,0,0,1,5,0,0,0,0,3,2,4,5,0,0,3,17,3
36081077907,-73.81866952,40.72503262,779.07,Queens,3149,45.44299778,72.9,69.9,16.3,41118,64.2,2.4,78%,6%,0%,8%,9%,2,1,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,2,8,1
36081077908,-73.81379495,40.72560826,779.08,Queens,4101,52.84077054,77.5,76.2,12.5,46731,73.9,18.2,32%,22%,0%,30%,15%,3,0,0,0,0,0,1,0,0,0,0,0,3,3,4,3,0,0,0,13,2
36081078800,-73.79060629,40.67064452,788,Queens,1617,49.10327767,83.3,77.7,15.8,58750,40.1,7.4,8%,70%,3%,10%,8%,1,0,0,0,0,0,0,1,0,0,0,0,6,5,4,4,0,0,5,24,4
36081079000,-73.7971752,40.67262232,790,Queens,2359,47.13861806,79.7,79,12.8,55625,41.7,12,3%,60%,1%,12%,24%,0,0,0,0,0,0,1,1,0,0,0,0,1,6,4,4,0,0,1,16,3
36081079200,-73.79730614,40.66865371,792,Queens,2417,46.46255689,72.1,68.5,13.8,64083,23.6,16.4,4%,79%,1%,7%,10%,0,0,0,0,0,0,2,0,0,1,0,0,4,2,10,3,0,0,0,19,3
36081079701,-73.8247396,40.7533666,797.01,Queens,6649,44.69845089,84.6,82.5,30.2,52431,42,3.8,9%,4%,0%,80%,8%,1,0,0,0,0,0,1,3,0,0,0,0,1,2,8,0,0,0,1,12,2
36081079702,-73.8294747,40.75093056,797.02,Queens,4604,51.71589922,89.7,88.6,21.7,35547,52.6,11,5%,0%,0%,84%,10%,0,1,0,1,0,0,0,4,0,0,0,0,2,3,8,4,0,0,3,20,3
36081079900,-73.82765871,40.74692975,799,Queens,3605,49.65325936,81.8,77.9,17.8,45000,57.1,9.7,22%,2%,0%,67%,9%,0,0,0,1,0,0,0,0,0,0,0,0,4,3,6,2,0,0,0,15,2
36081080301,-73.83128548,40.74564098,803.01,Queens,4521,46.29506746,83.9,80.2,17.7,49572,67.4,7.7,22%,1%,0%,53%,24%,1,1,0,2,0,0,0,0,0,0,0,0,7,3,9,5,0,0,1,25,4
36081080302,-73.82629845,40.74007464,803.02,Queens,3528,45.91836735,82.4,81.1,23,53882,29.4,5.4,35%,6%,3%,43%,13%,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,6,0,0,4,16,3
36081080900,-73.82255208,40.7340915,809,Queens,7595,45.29295589,79.8,78.4,20.5,81250,78.8,8.9,62%,6%,1%,27%,4%,6,0,0,0,0,0,0,1,0,0,0,0,3,2,11,7,0,0,3,26,4
36081081400,-73.80396596,40.67067985,814,Queens,3857,45.63131968,78.6,74.6,16.2,54612,45.9,8.5,16%,58%,0%,9%,17%,0,0,0,0,0,0,0,0,0,1,0,0,3,2,7,6,0,0,5,23,4
36081081800,-73.80922623,40.66996119,818,Queens,4504,51.30994671,77.4,75.1,15.3,48992,41.4,16.4,11%,37%,2%,21%,29%,1,1,1,0,0,0,1,0,0,0,0,1,4,4,12,8,0,0,3,31,5
36081083700,-73.81985569,40.74489351,837,Queens,5639,50.48767512,86.7,83.6,18,51535,59.7,10.8,13%,2%,2%,78%,6%,1,0,0,0,0,0,0,0,0,0,0,0,6,2,7,9,0,0,2,26,4
36081083800,-73.81968375,40.67037983,838,Queens,6214,46.5561635,78,75.7,16.5,63902,44.2,8.9,24%,11%,2%,23%,40%,0,0,0,0,0,0,1,0,0,0,0,0,8,6,14,14,0,0,3,45,6
36081084000,-73.81781698,40.67441888,840,Queens,6208,47.53543814,81.5,78.9,17.2,57661,42.9,13.7,17%,15%,1%,32%,36%,3,0,0,0,0,0,1,0,0,0,0,0,6,3,11,7,0,0,5,32,5
36081084500,-73.81959142,40.74973973,845,Queens,4807,46.26586228,90.1,88.6,29.4,24818,57.5,8.4,10%,11%,0%,66%,13%,3,0,0,0,0,0,0,1,0,1,0,0,1,2,3,3,0,0,5,14,2
36081084601,-73.82007074,40.66726953,846.01,Queens,2717,53.51490615,81.1,78.8,18.8,61382,27.3,17.6,41%,6%,0%,19%,34%,0,0,0,0,0,0,2,0,0,0,0,0,2,2,9,7,0,0,2,22,4
36081084602,-73.81715929,40.66562841,846.02,Queens,1141,55.03943909,77.6,77.3,14.3,60375,25,25.7,20%,11%,0%,30%,39%,1,0,0,0,0,0,1,0,0,1,0,1,2,3,5,2,1,0,2,15,2
36081084900,-73.83327165,40.7546441,849,Queens,7871,49.09160208,81.2,79.5,15.2,32195,30,8.6,7%,3%,1%,75%,15%,0,0,0,0,0,0,0,3,0,0,0,0,4,10,14,0,0,0,2,30,4
36081085300,-73.82789959,40.75702237,853,Queens,4624,44.6583045,91.4,89.5,24.1,32217,34.3,6,7%,3%,0%,88%,1%,1,1,1,1,1,1,1,3,0,1,0,0,5,10,48,1,0,0,10,74,7
36081085500,-73.82411053,40.75976553,855,Queens,6525,40.36781609,88.1,84.4,17.4,48497,48.3,7.2,19%,4%,0%,68%,9%,1,0,0,0,0,0,0,0,0,0,0,0,1,7,8,1,0,0,2,19,3
36081085700,-73.82300706,40.75718444,857,Queens,5803,48.99190074,84.4,83.5,22.7,37643,51.2,10.6,21%,4%,0%,65%,10%,1,0,0,1,0,0,0,1,0,1,0,0,2,1,9,0,0,0,3,15,2
36081085900,-73.82089564,40.75521636,859,Queens,5457,55.04856148,85.7,83.8,18.7,36903,72.9,10.6,20%,1%,6%,70%,3%,0,0,0,0,0,0,1,3,0,0,0,0,2,7,8,1,0,0,3,21,4
36081086100,-73.81798362,40.75685467,861,Queens,2490,44.65863454,82.3,78.8,25.3,47887,47.3,4.3,14%,3%,0%,75%,9%,0,0,0,0,0,1,0,3,0,1,0,0,2,4,4,1,0,0,1,12,2
36081086300,-73.8201744,40.76129807,863,Queens,6903,50.03621614,89.8,87.2,18.9,32094,56.3,7.5,10%,2%,1%,76%,11%,2,0,0,0,0,0,4,1,0,0,0,0,2,4,7,1,0,0,3,17,3
36081086400,-73.83263885,40.6758967,864,Queens,2673,44.51926674,82,79.6,12.9,58309,58.5,9.2,36%,10%,0%,25%,29%,0,0,0,1,0,0,1,0,0,0,0,0,5,1,6,4,0,0,0,16,3
36081086500,-73.82547692,40.76248738,865,Queens,4310,42.94663573,94.2,92.6,27.7,36657,51.3,10,20%,1%,1%,70%,8%,0,0,1,0,0,0,0,1,0,2,0,0,8,11,23,3,0,13,7,65,7
36081086900,-73.8341379,40.76484035,869,Queens,2072,50.0965251,85.9,84.3,16.4,37083,40.9,2.4,7%,1%,0%,84%,8%,0,1,2,2,0,0,0,1,0,0,1,3,7,3,20,4,0,0,4,38,5
36081087100,-73.83335394,40.75968309,871,Queens,2285,40.78774617,80.1,77.2,13.1,25069,34.1,17.3,9%,29%,0%,41%,21%,2,0,1,2,0,0,0,3,1,1,2,1,22,12,109,3,0,0,14,160,7
36081088400,-73.83608661,40.66113841,884,Queens,7500,47.24,82.2,80.4,25.8,76496,35.6,8.4,92%,1%,0%,2%,5%,2,0,0,0,0,0,2,0,1,1,0,0,7,2,28,10,0,0,7,54,6
36081088901,-73.82762698,40.77317689,889.01,Queens,10605,44.43187176,86.7,85,26.1,50630,61.7,5.5,29%,2%,0%,53%,16%,3,1,0,1,0,0,0,4,1,0,0,1,5,5,11,6,0,0,7,34,5
36081089200,-73.84737707,40.65600895,892,Queens,8272,47.6426499,84.9,83,36.3,86741,58.2,8.4,97%,0%,0%,1%,2%,2,1,2,1,0,1,0,2,0,1,0,0,16,4,25,10,0,0,2,57,6
36081090700,-73.83918936,40.77380405,907,Queens,1227,47.59576202,82.8,79.2,26.7,47857,88,13.2,56%,0%,0%,32%,12%,2,0,2,0,0,0,3,2,0,0,1,6,2,0,10,5,0,0,0,17,3
36081091601,-73.90611486,40.56318162,916.01,Queens,4078,51.2015694,77.9,75.7,33.8,82230,60.8,4,99%,0%,0%,0%,1%,0,0,0,0,0,0,0,1,0,0,1,0,2,0,13,0,0,0,0,15,2
36081091602,NA,NA,916.02,Queens,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
36081091800,NA,NA,918,Queens,6,50,100,100,100,NA,NA,0,100%,0%,0%,0%,0%,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36081091900,-73.84625568,40.77749535,919,Queens,6444,52.87088765,84.6,82.5,23.5,55613,52.6,9.2,33%,2%,0%,36%,29%,0,0,0,4,0,2,0,0,0,0,0,1,5,3,4,1,0,0,1,14,2
36081092200,-73.86091671,40.57303012,922,Queens,2101,47.31080438,78.8,77,28.9,130114,56.9,6.5,100%,0%,0%,0%,0%,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,1,5,1
36081092500,-73.84513963,40.78251254,925,Queens,3739,47.47258625,77.5,75.3,13.3,51179,39,7.9,38%,3%,2%,25%,32%,0,0,0,0,0,0,2,3,0,0,0,0,4,3,7,3,0,0,1,18,3
36081092800,-73.85318587,40.57550797,928,Queens,3497,50.6148127,78.9,75,24.3,122917,53.1,3.5,99%,0%,0%,0%,0%,2,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,5,1
36081092900,-73.85417259,40.78772618,929,Queens,6227,48.03276056,78.4,75.4,16.3,55162,57.1,9,31%,2%,1%,29%,37%,0,1,4,0,0,0,3,0,0,0,1,1,5,7,11,2,0,0,4,29,4
36081093401,-73.84636145,40.57945591,934.01,Queens,3641,49.8489426,82.8,79.1,30,81182,60.8,2.3,92%,2%,0%,2%,3%,2,0,0,0,0,0,0,0,0,2,0,0,1,1,6,1,0,0,0,9,1
36081093402,-73.84111532,40.57799945,934.02,Queens,4057,52.74833621,81,79.2,21.1,83313,40.4,10.2,85%,5%,0%,5%,4%,0,1,1,0,0,0,0,0,0,1,0,0,4,4,9,0,0,0,2,19,3
36081093800,-73.82823467,40.58134507,938,Queens,5775,47.56709957,80.3,78.7,29.4,42607,48.4,14.9,78%,12%,0%,2%,9%,1,0,2,3,0,1,0,2,1,1,3,1,3,14,30,1,0,0,11,59,6
36081093900,-73.84193273,40.79277938,939,Queens,4974,48.93445919,80.4,78.3,21.7,70556,41.2,10.6,43%,3%,0%,39%,16%,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,0,0,0,1,9,1
36081094201,-73.82053759,40.58552665,942.01,Queens,3765,45.33864542,73.2,68.7,9.7,54496,34.8,8,48%,38%,0%,6%,7%,5,0,0,2,0,2,0,0,0,1,0,0,8,3,13,2,0,0,3,29,4
36081094202,-73.81151368,40.5894783,942.02,Queens,4686,46.86299616,75,70,6.3,47292,34.8,13.1,36%,45%,0%,10%,9%,1,0,1,0,0,2,0,2,1,2,0,0,8,34,25,6,2,2,13,90,7
36081094203,-73.81071963,40.58478875,942.03,Queens,5396,48.05411416,83.3,80.7,26.3,44502,39.4,4.8,60%,26%,0%,4%,9%,1,1,0,0,0,1,0,1,0,0,0,0,3,4,16,2,0,0,0,25,4
36081094500,-73.83380649,40.79128036,945,Queens,3939,50.62198528,81,79.6,22.9,72159,44.4,7.8,65%,1%,0%,18%,16%,2,0,0,0,0,0,1,2,0,0,0,0,7,5,31,4,0,0,3,50,6
36081094700,-73.84243297,40.7858891,947,Queens,2502,52.27817746,79.9,77.2,17.1,64485,58.8,6.5,43%,1%,0%,24%,32%,1,0,0,0,0,0,0,1,1,0,0,1,1,0,6,1,0,0,0,8,1
36081095400,-73.79987189,40.59124653,954,Queens,5067,46.35879218,71.7,71,13.7,56250,63.1,12.7,30%,57%,1%,5%,7%,0,0,0,1,0,0,0,1,0,0,1,1,14,15,15,4,1,0,8,57,6
36081096400,-73.79183384,40.5940288,964,Queens,4085,48.51897185,78.4,73.7,18.4,62702,41.8,14.5,18%,60%,1%,4%,17%,1,0,0,3,0,0,0,1,0,2,0,1,7,23,12,1,0,0,6,49,6
36081097202,-73.7780789,40.59111886,972.02,Queens,2407,45.74158704,65.6,61.6,8.6,25385,41.7,17.1,38%,59%,0%,0%,3%,0,0,0,0,0,0,0,1,0,0,0,0,2,19,5,0,0,0,3,29,4
36081097203,-73.78236116,40.59807249,972.03,Queens,7072,45.10746606,70.9,64.1,13.2,20629,41.7,25.5,21%,61%,0%,4%,14%,1,0,0,0,0,0,0,1,0,1,0,0,13,32,11,2,0,0,18,76,7
36081097204,-73.78050668,40.59421929,972.04,Queens,3530,43.48441926,84.2,82.3,31.3,42321,30.2,11.8,20%,66%,0%,2%,12%,1,1,3,3,0,0,0,1,0,3,1,0,4,16,7,1,0,0,7,35,5
36081097300,-73.8216915,40.79445117,973,Queens,2149,46.71940437,83,81.3,30.6,102727,66.4,5.4,91%,0%,0%,5%,4%,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,10,1
36081098100,-73.81633943,40.79491213,981,Queens,2296,47.99651568,82.5,80.7,21.1,74208,75.1,6.7,60%,0%,2%,29%,9%,2,0,1,0,0,0,2,4,0,0,1,0,0,1,6,1,0,0,1,9,1
36081098700,-73.80830363,40.79319345,987,Queens,2577,47.49708964,82.7,81.1,22.8,91207,49,5.4,83%,2%,0%,13%,2%,1,1,0,0,0,0,0,5,0,0,0,0,2,0,6,3,0,0,0,11,2
36081099100,-73.79988414,40.79078764,991,Queens,6375,44.21960784,83.7,81.6,33.3,94330,56.9,5.8,83%,0%,0%,11%,6%,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4,0,0,0,1,9,1
36081099200,-73.76752416,40.59566703,992,Queens,3983,46.87421542,70.1,65.8,12.2,41554,51.2,19.7,26%,60%,0%,0%,14%,1,0,1,1,0,1,0,1,0,1,0,0,6,14,5,2,0,0,4,31,5
36081099701,-73.79085257,40.7807358,997.01,Queens,2521,47.04482348,84.6,83.7,31.9,69306,43.8,13.4,78%,1%,0%,20%,1%,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,1,0,0,1,18,3
36081099703,-73.77557269,40.78292316,997.03,Queens,4172,45.13422819,91.2,89.3,33.5,100018,62.8,3.6,67%,1%,0%,18%,14%,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,1,0,0,1,15,2
36081099704,-73.78101896,40.78125619,997.04,Queens,6936,46.26585928,88.6,86.8,37.3,67485,32.9,6.2,70%,2%,0%,24%,5%,2,1,0,0,0,0,1,1,1,0,0,0,2,0,23,1,0,0,0,26,4
36081099705,-73.78162277,40.79240112,997.05,Queens,2613,53.34864141,80.4,79.6,20.8,70313,60.1,15.7,66%,0%,1%,29%,4%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,3,1
36081099801,-73.75852876,40.59820815,998.01,Queens,7110,49.38115331,78.2,75.1,18.7,58143,57.8,6.6,22%,68%,0%,5%,5%,2,0,0,4,1,3,0,1,0,2,0,0,13,16,17,1,1,0,18,66,7
36081099802,-73.75875606,40.59232106,998.02,Queens,5258,43.89501712,82.5,81.4,29.9,22223,67.1,11.8,38%,56%,0%,2%,4%,1,0,0,1,0,0,0,0,1,1,0,0,8,21,18,1,1,0,4,53,6
36081100801,-73.76598588,40.60949104,1008.01,Queens,2307,47.0307759,68.1,63.7,16.1,80820,79.1,7.7,54%,39%,0%,0%,6%,1,0,0,0,0,0,0,1,0,0,0,0,6,2,4,1,0,0,3,16,3
36081100802,-73.76374512,40.60180709,1008.02,Queens,8615,42.65815438,74,70.5,12.2,57725,55.5,9.9,32%,48%,0%,2%,18%,6,0,0,1,0,0,4,0,1,0,1,0,12,24,19,5,0,0,20,80,7
36081101001,-73.74859177,40.59784062,1010.01,Queens,10118,47.96402451,77,74,21.3,24480,24.1,12.5,46%,34%,0%,5%,15%,3,0,0,6,0,6,4,1,0,4,0,0,12,34,14,3,0,0,12,75,7
36081101002,-73.74126633,40.59850009,1010.02,Queens,4549,49.39547153,68.3,66.3,20.2,27321,34.9,8.5,84%,12%,0%,0%,3%,6,0,0,0,0,0,0,0,1,1,0,0,8,8,5,2,0,0,2,25,4
36081101700,-73.79787229,40.77992916,1017,Queens,5818,47.11240976,85.6,83.6,27.7,62093,35.1,16.4,78%,0%,0%,16%,5%,3,1,0,0,0,0,1,1,0,0,0,0,7,0,7,1,0,0,5,20,3
36081102900,-73.80751138,40.78371116,1029,Queens,3699,45.74209246,81.4,78.7,28.5,64816,60.1,10,73%,2%,0%,19%,6%,2,0,0,1,0,0,0,0,0,0,0,0,3,3,6,1,0,0,0,13,2
36081103201,-73.75408077,40.60942494,1032.01,Queens,7210,44.60471567,72.8,70,12.6,29567,22,12,17%,63%,0%,5%,14%,0,0,0,0,0,0,0,2,0,2,0,0,19,48,13,3,1,0,21,105,7
36081103202,-73.74677089,40.60630822,1032.02,Queens,7099,49.40132413,68.8,66.1,16.1,66076,14,10.3,54%,31%,2%,1%,13%,5,1,3,5,1,1,0,5,0,6,2,2,8,16,35,6,0,9,16,90,7
36081103300,-73.80983172,40.77956113,1033,Queens,4048,49.28359684,79.9,78.5,22.1,76172,54.1,6.1,73%,0%,1%,19%,7%,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,0,1,0,1,13,2
36081103900,-73.8188357,40.78390946,1039,Queens,6865,55.04734159,82.6,80.8,24.6,82075,47.1,10.9,72%,0%,0%,24%,3%,1,0,0,0,0,0,0,0,0,0,0,0,6,3,9,3,0,0,3,24,4
36081104700,-73.81979544,40.77439193,1047,Queens,6740,41.03857567,78.6,77,27.9,53291,32.6,7.7,59%,1%,0%,32%,8%,2,0,0,0,0,0,2,1,0,0,0,0,3,6,9,4,0,0,0,22,4
36081105900,-73.80687079,40.77323089,1059,Queens,3730,45.71045576,84.6,82,33,80755,60,7.2,66%,0%,0%,26%,8%,1,0,0,0,0,0,0,0,0,0,0,0,9,2,5,1,0,0,0,17,3
36081107201,-73.81975791,40.60720906,1072.01,Queens,2058,45.57823129,79.5,78.2,20.4,70401,40.4,13.5,99%,0%,0%,0%,0%,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,4,1
36081108500,-73.78943397,40.77272967,1085,Queens,2764,44.93487699,79.6,76.8,25.7,58929,57.4,8,49%,2%,0%,44%,6%,1,0,0,0,0,0,1,0,0,0,0,0,5,0,8,2,0,0,0,15,2
36081109300,-73.77307514,40.77437941,1093,Queens,3312,50.36231884,82,80.2,32.4,103409,57.4,10.7,59%,2%,0%,26%,13%,2,0,0,1,0,0,3,2,0,0,0,0,8,0,7,0,0,0,4,19,3
36081109700,-73.77638855,40.77038705,1097,Queens,1678,48.56972586,81,78.8,19.2,92222,14.7,4.9,70%,2%,1%,20%,8%,1,0,1,0,0,0,0,1,0,0,0,0,6,0,3,0,0,0,2,11,2
36081109900,-73.78692547,40.76789838,1099,Queens,3994,45.8688032,79.5,78,18.8,76484,51,4.9,58%,3%,0%,31%,8%,2,0,0,1,0,0,0,2,0,0,0,0,5,1,11,2,0,0,0,19,3
36081111300,-73.76435833,40.76634794,1113,Queens,2612,42.95558959,81.7,78.1,26.4,79891,55.1,8.5,47%,0%,0%,37%,16%,1,0,0,0,0,0,0,2,0,0,2,0,9,0,2,1,0,0,0,12,2
36081112300,-73.7711224,40.76647588,1123,Queens,2319,51.7033204,80.2,78.3,21.1,65326,56,10,42%,1%,0%,46%,11%,1,0,1,0,0,1,5,4,0,0,1,0,2,3,8,2,0,0,0,15,2
36081112900,-73.77660303,40.76531391,1129,Queens,2155,47.28538283,85.4,83.6,25.4,77443,20.8,7.1,65%,5%,0%,28%,2%,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,1,6,1
36081113300,-73.78332021,40.76386161,1133,Queens,1671,48.6535009,80.4,77.2,21.9,83611,61.9,9.5,72%,1%,0%,20%,8%,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,3,1
36081113900,-73.79019508,40.76419697,1139,Queens,3580,51.36871508,81.5,79.9,20.6,60677,50.6,6.1,59%,1%,0%,33%,7%,2,0,1,0,0,0,2,0,0,0,0,0,2,4,3,1,0,0,1,11,2
36081114100,-73.79749981,40.77002048,1141,Queens,2176,47.84007353,84.9,84.3,30.7,101979,43.6,8.8,65%,1%,0%,28%,5%,2,0,0,0,0,0,0,2,0,0,0,0,1,2,3,0,0,0,0,6,1
36081114700,-73.80209535,40.76846515,1147,Queens,1967,49.41535333,82.8,81,31.8,80511,44.6,8.1,56%,3%,0%,36%,5%,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,6,1
36081115100,-73.80773632,40.76866311,1151,Queens,1150,49.73913043,83.4,81.2,24.2,72011,62.6,2.9,57%,2%,0%,39%,3%,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,4,1
36081115500,-73.81199679,40.76773363,1155,Queens,2629,50.09509319,80.1,79,13.7,79397,39,5.9,27%,2%,0%,54%,16%,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2,0,0,0,1,9,1
36081115700,-73.81515071,40.767358,1157,Queens,3462,45.75389948,83.1,81.2,22.9,52614,51.3,8.5,25%,1%,0%,72%,2%,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4,2,0,0,2,12,2
36081115900,-73.82055583,40.76886672,1159,Queens,4378,49.22338968,86.7,85.5,20.6,61061,52.5,7.7,16%,4%,0%,73%,6%,0,0,0,1,0,0,1,4,0,1,0,0,2,3,13,0,0,0,2,20,3
36081116100,-73.82611545,40.76743605,1161,Queens,4581,49.83628029,91.1,90,30.5,50452,40.5,12.4,21%,5%,0%,60%,13%,3,0,0,2,0,0,0,0,0,0,0,0,1,4,6,1,0,0,3,15,2
36081116300,-73.81884383,40.7635315,1163,Queens,9076,51.05773468,89.9,89.4,25.2,38378,59.7,11.9,15%,5%,0%,70%,11%,0,0,0,4,0,0,0,1,0,0,0,0,5,8,7,3,0,0,5,28,4
36081116700,-73.81176118,40.76218829,1167,Queens,1905,45.93175853,87.1,83.9,14.4,42857,48.7,5.4,19%,1%,1%,56%,23%,2,0,1,0,0,1,0,2,0,1,0,0,2,4,5,1,0,0,1,13,2
