id,Tract,Boroughs,Over_18_year,Over_60_year,Median_Household_Income,Percentage_college_degree,Unemployment_rate,Race_White,Race_Black,Race_NativeAmerican,Race_Asian,Race_Other,Schools,Recreational,Criminal_Justice,Health,Pharmacy,Mental_Heath,Disabilities,Daycare,Senior_homes,Homeless_shelters,Transport,Waste_Management,Crime_Rate
36047030300,303,Kings,0.40,0.15,24643.00,0.37,0.09,0.01,0.89,0.00,0.01,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047030400,304,Kings,0.71,0.26,41588.00,0.51,0.11,0.54,0.01,0.00,0.45,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047030500,305,Kings,0.78,0.14,55050.00,0.25,0.09,0.38,0.41,0.00,0.09,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047030600,306,Kings,0.63,0.24,39936.00,0.34,0.10,0.51,0.00,0.00,0.46,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047030700,307,Kings,0.48,0.15,25606.00,0.35,0.17,0.02,0.79,0.00,0.01,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
36047030800,308,Kings,0.71,0.21,57500.00,0.58,0.06,0.79,0.00,0.00,0.18,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047030900,309,Kings,0.50,0.14,29909.00,0.51,0.11,0.03,0.92,0.00,0.00,0.04,2.00,2.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.02
36047031100,311,Kings,0.51,0.17,40938.00,0.20,0.11,0.09,0.88,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
36047031300,313,Kings,0.78,0.24,35660.00,0.74,0.06,0.07,0.87,0.00,0.01,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047031400,314,Kings,0.79,0.36,42022.00,0.58,0.09,0.77,0.02,0.00,0.22,0.01,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047031500,315,Kings,0.80,0.14,49353.00,0.30,0.19,0.19,0.71,0.00,0.01,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
36047031701,317.01,Kings,0.79,0.17,40833.00,0.46,0.11,0.18,0.73,0.00,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047031702,317.02,Kings,0.70,0.14,46406.00,0.30,0.12,0.19,0.68,0.00,0.03,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047031900,319,Kings,0.67,0.17,42292.00,0.39,0.24,0.16,0.84,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047032100,321,Kings,0.62,0.18,36798.00,0.34,0.14,0.18,0.75,0.00,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047032300,323,Kings,0.68,0.13,47972.00,0.46,0.19,0.12,0.76,0.00,0.03,0.10,2.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,1.00,0.00,0.00,0.00,0.01
36047032500,325,Kings,0.68,0.15,39807.00,0.42,0.22,0.10,0.87,0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047032600,326,Kings,0.56,0.14,22493.00,0.36,0.24,0.27,0.36,0.00,0.21,0.17,1.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.02
36047032700,327,Kings,0.75,0.24,51419.00,0.35,0.14,0.16,0.73,0.04,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
36047032800,328,Kings,0.73,0.24,39805.00,0.31,0.20,0.14,0.39,0.04,0.43,0.04,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,1.00,0.00,0.00,0.01
36047032900,329,Kings,0.67,0.18,51014.00,0.51,0.17,0.27,0.62,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047033000,330,Kings,0.58,0.22,20705.00,0.40,0.25,0.33,0.48,0.04,0.04,0.13,4.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,1.00,0.00,0.00,1.00,0.01
36047033100,331,Kings,0.55,0.14,37500.00,0.42,0.11,0.63,0.33,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047033300,333,Kings,0.41,0.14,45288.00,0.55,0.11,0.66,0.28,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36047033500,335,Kings,0.47,0.15,57260.00,0.62,0.08,0.63,0.28,0.00,0.05,0.05,4.00,0.00,1.00,1.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.01
36047033600,336,Kings,0.59,0.24,56818.00,0.31,0.12,0.81,0.07,0.00,0.07,0.06,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,1.00,0.00,0.00,0.00,0.00
36047033700,337,Kings,0.52,0.18,41830.00,0.60,0.10,0.45,0.52,0.00,0.00,0.02,2.00,1.00,0.00,1.00,1.00,3.00,2.00,2.00,0.00,0.00,0.00,0.00,0.01
36047033900,339,Kings,0.69,0.24,42895.00,0.46,0.09,0.17,0.75,0.00,0.02,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047034000,340,Kings,0.80,0.46,19022.00,0.53,0.21,0.49,0.33,0.00,0.03,0.15,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
36047034100,341,Kings,0.71,0.27,49583.00,0.57,0.05,0.10,0.76,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047034200,342,Kings,0.64,0.32,15167.00,0.23,0.22,0.38,0.38,0.00,0.04,0.20,1.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.01
36047034300,343,Kings,0.57,0.20,25494.00,0.40,0.13,0.05,0.69,0.02,0.04,0.21,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.01
36047034500,345,Kings,0.59,0.15,31500.00,0.27,0.17,0.01,0.91,0.00,0.01,0.07,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,1.00,0.00,0.00,0.02
36047034700,347,Kings,0.65,0.10,27524.00,0.31,0.14,0.02,0.89,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
36047034800,348,Kings,0.70,0.13,36563.00,0.43,0.14,0.61,0.05,0.04,0.17,0.16,1.00,0.00,0.00,0.00,1.00,0.00,4.00,0.00,1.00,1.00,0.00,0.00,0.04
36047034900,349,Kings,0.56,0.12,30817.00,0.53,0.13,0.05,0.81,0.00,0.03,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047035000,350,Kings,0.88,0.41,30879.00,0.59,0.12,0.97,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.03
36047035100,351,Kings,0.58,0.19,24500.00,0.45,0.18,0.18,0.67,0.00,0.02,0.14,5.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.03
36047035200,352,Kings,0.95,0.75,11641.00,0.00,0.00,0.61,0.27,0.02,0.01,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047035300,353,Kings,0.67,0.15,37064.00,0.37,0.09,0.19,0.70,0.00,0.01,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
36047035400,354,Kings,0.88,0.47,47740.00,0.68,0.09,0.99,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03
36047035500,355,Kings,0.62,0.15,32483.00,0.49,0.10,0.13,0.79,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047035601,356.01,Kings,0.92,0.45,31795.00,0.80,0.12,0.99,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36047035602,356.02,Kings,0.85,0.53,33558.00,0.77,0.04,0.99,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047035700,357,Kings,0.51,0.12,21384.00,0.36,0.18,0.03,0.80,0.04,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047035900,359,Kings,0.58,0.17,30685.00,0.38,0.19,0.02,0.92,0.00,0.01,0.05,2.00,0.00,0.00,3.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.01
36047036001,360.01,Kings,0.89,0.52,25030.00,0.32,0.09,0.98,0.01,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36047036002,360.02,Kings,0.80,0.54,16477.00,0.54,0.03,0.84,0.00,0.00,0.08,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047036100,361,Kings,0.65,0.20,23500.00,0.29,0.23,0.01,0.84,0.00,0.02,0.13,0.00,0.00,0.00,1.00,0.00,0.00,1.00,7.00,0.00,1.00,0.00,0.00,0.02
36047036200,362,Kings,0.63,0.12,27930.00,0.38,0.16,0.70,0.02,0.04,0.22,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
36047036300,363,Kings,0.62,0.16,28706.00,0.39,0.09,0.03,0.86,0.02,0.00,0.10,2.00,1.00,1.00,1.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.01
36047036400,364,Kings,0.75,0.23,37795.00,0.46,0.08,0.61,0.02,0.00,0.33,0.07,0.00,0.00,0.00,1.00,0.00,0.00,3.00,1.00,1.00,1.00,0.00,0.00,0.01
36047036501,365.01,Kings,0.61,0.17,40526.00,0.72,0.12,0.05,0.89,0.00,0.01,0.05,0.00,0.00,0.00,1.00,0.00,1.00,2.00,0.00,0.00,1.00,0.00,0.00,0.01
36047036502,365.02,Kings,0.59,0.09,37708.00,0.36,0.25,0.05,0.72,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.02
36047036600,366,Kings,0.62,0.21,33951.00,0.35,0.10,0.55,0.06,0.00,0.32,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047036700,367,Kings,0.64,0.18,40679.00,0.46,0.14,0.11,0.57,0.00,0.03,0.30,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,0.00,2.00,0.00,1.00,0.06
36047036900,369,Kings,0.48,0.09,30000.00,0.41,0.12,0.07,0.70,0.00,0.01,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
36047037000,370,Kings,0.65,0.20,66993.00,0.54,0.07,0.68,0.00,0.00,0.32,0.03,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36047037100,371,Kings,0.61,0.12,44617.00,0.35,0.13,0.01,0.93,0.00,0.01,0.05,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.01
36047037300,373,Kings,0.60,0.19,30426.00,0.45,0.15,0.09,0.70,0.00,0.01,0.20,2.00,0.00,0.00,0.00,0.00,3.00,2.00,2.00,0.00,2.00,0.00,0.00,0.01
36047037401,374.01,Kings,0.70,0.32,52083.00,0.61,0.11,0.89,0.02,0.05,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047037402,374.02,Kings,0.68,0.38,26445.00,0.38,0.11,0.73,0.05,0.00,0.13,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047037500,375,Kings,0.50,0.12,43942.00,0.48,0.15,0.11,0.80,0.00,0.03,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
36047037700,377,Kings,0.72,0.13,47093.00,0.38,0.10,0.09,0.78,0.02,0.04,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047037900,379,Kings,0.68,0.16,41154.00,0.21,0.12,0.04,0.91,0.00,0.00,0.05,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.01
36047038100,381,Kings,0.56,0.19,23664.00,0.25,0.17,0.04,0.86,0.00,0.00,0.09,1.00,0.00,1.00,1.00,1.00,1.00,1.00,2.00,0.00,1.00,0.00,0.00,0.01
36047038200,382,Kings,0.54,0.17,16888.00,0.38,0.22,0.16,0.43,0.00,0.26,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
36047038300,383,Kings,0.56,0.15,57835.00,0.30,0.09,0.07,0.86,0.00,0.01,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047038500,385,Kings,0.66,0.18,38333.00,0.24,0.18,0.15,0.75,0.00,0.02,0.08,1.00,0.00,0.00,3.00,2.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.01
36047038600,386,Kings,0.63,0.20,43603.00,0.31,0.08,0.54,0.00,0.00,0.45,0.05,3.00,0.00,1.00,0.00,0.00,0.00,2.00,5.00,0.00,0.00,0.00,0.00,0.01
36047038700,387,Kings,0.63,0.11,29882.00,0.25,0.24,0.19,0.68,0.00,0.09,0.05,9.00,0.00,0.00,3.00,0.00,2.00,0.00,1.00,0.00,2.00,0.00,0.00,0.02
36047038800,388,Kings,0.55,0.25,47616.00,0.30,0.10,0.85,0.01,0.00,0.07,0.08,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36047038900,389,Kings,0.65,0.10,43326.00,0.32,0.09,0.35,0.06,0.07,0.07,0.49,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03
36047039000,390,Kings,0.55,0.20,45320.00,0.41,0.03,0.92,0.00,0.02,0.08,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.01
36047039100,391,Kings,0.55,0.11,37841.00,0.36,0.16,0.30,0.21,0.00,0.04,0.45,3.00,1.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,0.00,0.01
36047039200,392,Kings,0.53,0.25,35550.00,0.64,0.12,0.85,0.02,0.00,0.13,0.01,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
36047039300,393,Kings,0.69,0.10,54583.00,0.47,0.12,0.44,0.43,0.04,0.02,0.08,6.00,0.00,0.00,1.00,0.00,0.00,2.00,2.00,1.00,1.00,0.00,0.00,0.01
36047039400,394,Kings,0.56,0.14,44722.00,0.47,0.19,0.88,0.00,0.02,0.02,0.09,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047039500,395,Kings,0.59,0.15,25842.00,0.42,0.20,0.49,0.33,0.00,0.09,0.11,5.00,1.00,1.00,2.00,0.00,3.00,0.00,8.00,0.00,4.00,0.00,1.00,0.01
36047039600,396,Kings,0.48,0.20,45765.00,0.49,0.10,0.94,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,2.00,0.00,0.00,0.00
36047039700,397,Kings,0.67,0.16,35160.00,0.55,0.18,0.31,0.59,0.04,0.02,0.06,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03
36047039800,398,Kings,0.67,0.18,44808.00,0.46,0.13,0.50,0.00,0.02,0.40,0.12,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.01
36047039900,399,Kings,0.59,0.13,39233.00,0.65,0.15,0.33,0.53,0.00,0.01,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047040000,400,Kings,0.58,0.21,43690.00,0.32,0.12,0.43,0.00,0.00,0.48,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047040100,401,Kings,0.71,0.11,42052.00,0.33,0.14,0.22,0.59,0.00,0.01,0.18,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,1.00,0.00,0.02
36047040200,402,Kings,0.75,0.23,40978.00,0.46,0.04,0.47,0.00,0.04,0.52,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047040300,403,Kings,0.54,0.14,26566.00,0.32,0.26,0.16,0.64,0.00,0.01,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047040400,404,Kings,0.82,0.24,39461.00,0.78,0.11,0.55,0.00,0.00,0.42,0.06,3.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00
36047040500,405,Kings,0.68,0.10,50179.00,0.43,0.24,0.31,0.43,0.00,0.05,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
36047040600,406,Kings,0.62,0.15,45486.00,0.43,0.12,0.45,0.01,0.00,0.51,0.07,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
36047040700,407,Kings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NA
36047040800,408,Kings,0.71,0.22,45511.00,0.61,0.16,0.38,0.03,0.00,0.59,0.05,0.00,0.00,1.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00
36047040900,409,Kings,0.59,0.10,34547.00,0.45,0.15,0.33,0.30,0.00,0.01,0.36,13.00,1.00,0.00,2.00,0.00,0.00,0.00,2.00,1.00,0.00,4.00,0.00,0.01
36047041000,410,Kings,0.75,0.31,47424.00,0.50,0.18,0.77,0.01,0.00,0.20,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047041100,411,Kings,0.59,0.21,35632.00,0.63,0.11,0.15,0.41,0.00,0.00,0.44,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00
36047041200,412,Kings,0.61,0.19,47371.00,0.43,0.08,0.76,0.00,0.00,0.15,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047041300,413,Kings,0.64,0.16,38350.00,0.37,0.11,0.34,0.41,0.04,0.01,0.22,0.00,0.00,0.00,0.00,0.00,1.00,4.00,0.00,1.00,0.00,0.00,0.00,0.01
36047041401,414.01,Kings,0.74,0.23,48750.00,0.69,0.10,0.90,0.00,0.00,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047041402,414.02,Kings,0.61,0.31,31063.00,0.21,0.09,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36047041500,415,Kings,0.60,0.09,51386.00,0.38,0.20,0.41,0.47,0.02,0.02,0.08,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047041600,416,Kings,0.50,0.19,44679.00,0.41,0.08,0.82,0.02,0.00,0.07,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047041700,417,Kings,0.59,0.18,27552.00,0.43,0.22,0.48,0.26,0.00,0.10,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047041800,418,Kings,0.44,0.26,24984.00,0.32,0.09,0.93,0.03,0.00,0.03,0.01,0.00,0.00,0.00,2.00,0.00,3.00,5.00,0.00,0.00,1.00,0.00,0.00,0.01
36047041900,419,Kings,0.55,0.11,37763.00,0.43,0.20,0.49,0.30,0.05,0.01,0.16,2.00,1.00,0.00,2.00,0.00,2.00,7.00,1.00,0.00,0.00,0.00,0.00,0.00
36047042000,420,Kings,0.37,0.14,50000.00,0.36,0.04,0.87,0.00,0.02,0.07,0.05,1.00,1.00,1.00,1.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.01
36047042100,421,Kings,0.75,0.17,32864.00,0.14,0.16,0.51,0.23,0.04,0.07,0.18,0.00,0.00,0.00,7.00,0.00,4.00,0.00,2.00,1.00,0.00,0.00,0.00,0.01
36047042200,422,Kings,0.59,0.19,60250.00,0.38,0.05,0.81,0.02,0.00,0.13,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.01
36047042300,423,Kings,0.66,0.11,45648.00,0.26,0.13,0.61,0.17,0.04,0.05,0.15,1.00,1.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.01
36047042400,424,Kings,0.75,0.20,41977.00,0.59,0.10,0.67,0.01,0.02,0.28,0.05,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36047042500,425,Kings,0.56,0.05,42309.00,0.52,0.18,0.39,0.14,0.00,0.02,0.45,2.00,0.00,1.00,2.00,0.00,0.00,2.00,1.00,0.00,2.00,0.00,0.00,0.01
36047042600,426,Kings,0.75,0.25,45878.00,0.37,0.12,0.47,0.02,0.00,0.48,0.07,3.00,1.00,0.00,0.00,0.00,0.00,3.00,4.00,0.00,1.00,0.00,0.00,0.00
36047042700,427,Kings,0.63,0.03,45115.00,0.21,0.14,0.49,0.12,0.00,0.04,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047042800,428,Kings,0.72,0.28,49511.00,0.33,0.08,0.66,0.01,0.00,0.32,0.05,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36047042900,429,Kings,0.63,0.07,44894.00,0.27,0.13,0.49,0.13,0.00,0.02,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047043000,430,Kings,0.77,0.29,40771.00,0.43,0.08,0.54,0.00,0.00,0.45,0.05,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36047043100,431,Kings,0.64,0.10,35867.00,0.35,0.13,0.39,0.12,0.00,0.14,0.36,3.00,0.00,0.00,3.00,3.00,3.00,7.00,1.00,0.00,0.00,1.00,0.00,0.01
36047043200,432,Kings,0.68,0.18,42462.00,0.42,0.08,0.60,0.01,0.02,0.39,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36047043300,433,Kings,0.52,0.12,32883.00,0.55,0.18,0.45,0.26,0.02,0.07,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047043400,434,Kings,0.72,0.19,44375.00,0.33,0.12,0.68,0.02,0.00,0.29,0.04,0.00,0.00,1.00,0.00,0.00,2.00,2.00,2.00,1.00,2.00,2.00,0.00,0.00
36047043500,435,Kings,0.63,0.10,41990.00,0.36,0.19,0.47,0.34,0.00,0.02,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.01
36047043600,436,Kings,0.74,0.27,42204.00,0.44,0.08,0.66,0.00,0.00,0.34,0.03,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
36047043700,437,Kings,0.59,0.09,43316.00,0.30,0.16,0.49,0.30,0.00,0.01,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047043800,438,Kings,0.56,0.20,38542.00,0.51,0.12,0.77,0.01,0.00,0.11,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36047043900,439,Kings,0.64,0.12,38582.00,0.39,0.16,0.45,0.20,0.00,0.09,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047044000,440,Kings,0.56,0.26,46000.00,0.53,0.09,0.90,0.00,0.02,0.01,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047044100,441,Kings,0.60,0.08,45049.00,0.35,0.10,0.36,0.12,0.02,0.10,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047044200,442,Kings,0.51,0.21,45781.00,0.47,0.08,0.96,0.00,0.00,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
36047044300,443,Kings,0.63,0.07,52222.00,0.29,0.07,0.50,0.06,0.00,0.10,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047044400,444,Kings,0.53,0.17,47794.00,0.51,0.10,0.86,0.00,0.04,0.05,0.07,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
36047044500,445,Kings,0.63,0.09,42198.00,0.42,0.08,0.49,0.08,0.02,0.14,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
36047044600,446,Kings,0.80,0.25,58977.00,0.38,0.07,0.61,0.01,0.00,0.35,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36047044700,447,Kings,0.54,0.05,51333.00,0.56,0.14,0.46,0.22,0.00,0.04,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
